ID,SourceText,TranslatedText
206,,更改遊戲速度，此選項不能用於多人遊戲
207,,遊戲速率
208,,更改遊戲內收集、生產、研究和建造效率
209,,1x
210,,2x
211,,3x
212,,4x
213,,5x
214,,6x
215,,7x
216,,8x
217,,9x
218,,10x
219,,0.95x
220,,0.90x
221,,0.85x
222,,0.80x
223,,0.75x
224,,20x
225,,城鎮中心限制
226,,禁止建造額外城鎮中心
227,,無
228,,標準
229,,地標
230,,保護您的隊友
231,,%1PLAYER_NAME% 和團隊同生共死，選擇投降
232,,剩餘 %1MINUTES_REMAINING% 分鐘條約結束
233,,條約結束，準備好血流成河吧！
234,,關係
235,,友好
236,,中立
237,,敵對
238,,當前立場
239,,%1PLAYER_NAME% 變為友好
240,,%1PLAYER_NAME% 變為中立
241,,%1PLAYER_NAME% 變為敵對
242,,分散開局
243,,強化國王
244,,國王擁有額外加成和獨特能力
245,,團隊平衡
246,,如果團隊失去一名成員，剩餘成員將分享其人口數量和資源，動態團隊不適用此選項
247,,人口
248,,人口和資源
249,,無碼頭
250,,禁止任何時代建造碼頭，不建議在玩家被水分隔的地圖上使用
251,,中等
252,,戰鬥到最終一刻
253,,堅持到底
254,,君主不受世俗權威的約束，其統治權由上帝賜予，切莫挑戰他的威嚴！
255,,國王
256,,要塞
257,,未能保護 %1PLAYER_NAME%
258,,所有其他隊員都潰不成軍
259,,消滅一切
260,,啟用 AI 接管
261,,退出的玩家將被 AI 接管，而不是被淘汰
262,,真正的萬王之王
263,,保護國王失敗
264,,%1PLAYER_NAME% 被暗殺
265,,敵人攻擊 %1PLAYER_NAME% 的國王
266,,國王遭受攻擊
267,,%1PLAYER_NAME% 被征服
268,,您的帝國已被征服
269,,征服所有敵人
270,,存活並超越所有人
271,,您的帝國被遺忘在歷史塵埃中
272,,您的帝國被永遠銘記於歷史中
273,,%1PLAYER_NAME% 仍在等待戈多
274,,%1PLAYER_NAME% 無法守衛世界奇觀的榮耀
275,,建造一座世界奇觀
276,,摧毀地標
277,,保護奇觀失敗
278,,玩家設置
279,,強制顏色
280,,調整外交顏色，並非用作顏色選擇器 (但擁有類似功能)，每當遊戲產生衝突時，將自動更新每個槽位的顏色，衝突設置將自動解決問題
281,,強制玩家槽位使用的顏色，要求允許強制顏色
282,,藍色
283,,紅色
284,,黃色
285,,綠色
286,,青色
287,,紫色
288,,橙色
289,,粉色
290,,灰色
291,,強制玩家 1 顏色
292,,強制玩家 2 顏色
293,,強制玩家 3 顏色
294,,強制玩家 4 顏色
295,,強制玩家 5 顏色
296,,強制玩家 6 顏色
297,,強制玩家 7 顏色
298,,強制玩家 8 顏色
299,,部隊速率
300,,更改部隊的最高移動速度
301,,1.05x
302,,1.10x
303,,1.15x
304,,1.20x
305,,1.25x
306,,距離條約結束還有 1 分鐘
307,,為戰爭做好準備
308,,這是不應該發生的
309,,筆墨的確是史上最強大的武器
310,,剩餘 %1MINUTES_REMAINING% 分鐘遊戲結束
311,,剩餘 1 分鐘遊戲結束
312,,存活並超越所有人，當前排名 %1RANK_POSITION%
313,,%1PLAYER_NAME% 供奉新的神祗
314,,1.50x
315,,1.75x
316,,切換目標
317,,在顯示目標或暫時隱藏目標之間切換
318,,高級遊戲設置
319,,回饋
320,,比賽設置
321,,Mod 版本：
322,,AGS遊牧
323,,AGS遊牧就是著名的遊牧玩法，加了一些外交和一小部分選項但仍然保持遊牧玩法本質。\n\n説明、回饋、錯誤報告和對模式的貢獻可前往：\nhttps://github.com/search?q=AOE4-AdvancedGameSettings
324,,奇觀建造
325,,即使沒有開啟奇觀勝利或者征服勝利仍然可以建造奇觀。
326,,雙倍工人
327,,經濟單位造價和耗時減半：所有玩家的農民，商人，漁船
328,,手殘補助設置
329,,手殘類型
330,,如果沒有禁用，即加強每個玩家的特定方面，比如經濟，軍事或者都加強。
331,,皆有
332,,軍事
333,,經濟
334,,1號位手殘度
335,,為大廳的該位元玩家添加加強等級
336,,10%
337,,20%
338,,30%
339,,40%
340,,50%
341,,60%
342,,70%
343,,80%
344,,90%
345,,100%
346,,150%
347,,200%
348,,250%
349,,300%
350,,2號位手殘度
351,,3號位手殘度
352,,4號位手殘度
353,,5號位手殘度
354,,6號位手殘度
355,,7號位手殘度
356,,8號位手殘度
357,,寶藏
358,,少量寶藏會隨機出現在地圖上。
359,,少量
360,,征服大部分城邦以確保勝利。每個玩家從幾個僧侶開始，必須找到並接管城市。\n文明選擇沒有影響。人口限制為 150 人。 控制 75% 城市的隊伍將贏得比賽
361,,城邦戰爭
362,,控制大部分城市
363,,城市 %1NAMEORNUMBER%
364,,%1PLAYER_NAME%被同化
365,,你正在接近文化勝利
366,,您的團隊正在接近文化勝利
367,,敵人正在接近文化勝利
368,,佔領城邦
369,,盟友正在佔領城邦
370,,敵人正在佔領城邦
371,,城邦已被佔領
372,,盟友已佔領城邦
373,,敵人已佔領城邦
374,,正在爭奪城邦
375,,盟友正在爭奪城邦
376,,敵人正在爭奪城邦
377,,城邦已被解放
378,,盟友已解放城邦
379,,城邦丟失
380,,正在解放城邦
381,,盟友正在解放城邦
382,,敵人正在解放城邦
383,,團隊征服
384,,只有當所有隊友的可征服建築物都被摧毀時，玩家才會被征服。由於其運作方式，不相容外交同盟
385,,生產偵察兵(分散)
386,,選擇分散定居狀態時，村民可以生產偵察兵
387,,中心單個聖地
388,,移除所有地圖生成的聖地，在盡可能中心的位置創建單個聖地
389,,增加房屋容量
390,,為房屋增加額外的人口容量
391,,錦標賽餘額
392,,有關更改的完整清單，請訪問官方 GitHub 存儲庫
393,,遊牧 比賽 AGS
394,,Preconfigured version of Nomad for The Nomadic Clash organized by MrMerlin.
