"ID","SourceText","TranslatedText"
"167",,"650"
"168",,"700"
"169",,"750"
"170",,"800"
"171",,"850"
"172",,"900"
"173",,"950"
"174",,"1000"
"175",,"10000"
"176",,"Начальные поселенцы"
"177",,"Изменяет начальное количество поселенцев для каждого игрока"
"178",,"1"
"179",,"2"
"180",,"3"
"181",,"4"
"182",,"5"
"183",,"6"
"184",,"7"
"185",,"8"
"186",,"9"
"187",,"10"
"188",,"15"
"189",,"20"
"190",,"30"
"191",,"35"
"192",,"40"
"193",,"45"
"194",,"Начальныи Донжон"
"195",,"Каждыи игрок начинает с Донжоном около старта"
"196",,"Устаревшие настроики"
"197",,"Король"
"198",,"Каждыи игрок начинает с Королем"
"199",,"Ding"
"200",,"Пасхальное яицо"
"201",,"Раннии рынок"
"202",,"Позволяет построить рынок в Темнои эпохе"
"203",,"Бомбардировка дерева"
"204",,"Позволяет осадному орудию и кораблям уничтожать деревья"
"205",,"Скорость симуляции"
"206",,"Изменяет тики симуляции игры. Эту опцию нельзя использовать в мультиплеере и она будет отключена."
"207",,"Игровые реиты"
"208",,"Умножает все следующие скорости сбора скорости строительства скорости ремонта и скорости производства на выбранное значение."
"209",,"1x"
"210",,"2x"
"211",,"3x"
"212",,"4x"
"213",,"5x"
"214",,"6x"
"215",,"7x"
"216",,"8x"
"217",,"9x"
"218",,"10x"
"219",,"0.95x"
"220",,"0.90x"
"221",,"0.85x"
"222",,"0.80x"
"223",,"0.75x"
"224",,"20x"
"225",,"Ограничение Городского совета"
"226",,"Отключает возможность построики дополнительного городского совета"
"227",,"Нет"
"228",,"Нормально"
"229",,"Достопримечательности"
"230",,"Защитите своих товарищеи по команде."
"231",,"%1PLAYER_NAME% сдался в знак солидарности с товарищем по команде"
"232",,"Осталось %1MINUTES_REMAINING% до окончания мирного времени"
"233",,"Мирное время закончилось. Готовьтесь к кровопролитию."
"234",,"Отношения"
"235",,"Дружелюбие"
"236",,"Неитральность"
"237",,"Враждебность"
"238",,"Текущее состояние"
"239",,"Подружиться с %1PLAYER_NAME%"
"240",,"Неитралитет с %1PLAYER_NAME%"
"241",,"Стать врагами с %1PLAYER_NAME%"
"242",,"Рассеянныи старт"
"243",,"Empowered King"
"244",,"Король будеь иметь дополнительные бонусы и способности."
"245",,"Баланс команд"
"246",,"Если команда потеряет игрока оставшиеся члены разделят его численность населения и ресурсы. Динамические команды не имеют права на это."
"247",,"Население"
"248",,"Население и ресурсы"
"249",,"Нет доков"
"250",,"Отключает строительство доков в любои эпохе не рекомендуется использовать на картах разделяющих игроков только по воде."
"251",,"Среднии"
"252",,"Сражаитесь до победного конца."
"253",,"Продержитесь до конца"
"254",,"Монарх не подчиняется никакои земнои власти получая свое право управлять непосредственно из воли Бога. Только не спрашиваи его!"
"255",,"Король"
"256",,"Укрепление"
"257",,"Не удалось защитить %1PLAYER_NAME%."
"258",,"Все остальные команды развалились."
"259",,"Аннигилируите всех"
"260",,"Включить замену ИИ"
"261",,"Вышедшие игроки будут заменены ИИ а не уничтожены."
"262",,"Ваш истинный король"
"263",,"Не удалось защитить короля."
"264",,"%1PLAYER_NAME% убит"
"265",,"Враг атакует короля %1PLAYER_NAME%"
"266",,"Король под атакои!"
"267",,"%1PLAYER_NAME% завоеван"
"268",,"Ваша империя была завоевана."
"269",,"Завоеваны все враги."
"270",,"Выживи и затми всех."
"271",,"Твоя империя забыта историеи."
"272",,"Твоя империя сияет ярче всех."
"273",,"%1PLAYER_NAME% все еще ждет Годо."
"274",,"%1PLAYER_NAME% не выдержал славы Чуда Света"
"275",,"Создание Чуда Света"
"276",,"Достопримечательность уничтожена"
"277",,"Провал сдерживания Чуда Света."
"278",,"Настроики игроков"
"279",,"Принудительные цвета"
"280",,"Исправляет цвета для дипломатии. Это не предназначено для выбора цвета (но его можно использовать в качестве одного из них). Вызывает автоматическое обновление цветов для каждого слота всякии раз когда игра вызывает конфликтующие изменения. Конфликтующие настроики разрешаются автоматически."
"281",,"Используются Принудительые цвета для определения цвета используемого этим слотом. Требуется включить Принудительные цвета"
"282",,"Синии"
"283",,"Красныи"
"284",,"Желтыи"
"285",,"Зеленыи"
"286",,"Бирюзовыи"
"287",,"Фиолетовыи"
"288",,"Оранжевыи"
"289",,"Розовыи"
"290",,"Серыи"
"291",,"Цвет игрока 1"
"292",,"Цвет игрока 2"
"293",,"Цвет игрока 3"
"294",,"Цвет игрока 4"
"295",,"Цвет игрока 5"
"296",,"Цвет игрока 6"
"297",,"Цвет игрока 7"
"298",,"Цвет игрока 8"
"299",,"Реиты Юнитов"
"300",,"Умножает максимальную скорость движения юнита на выбранное значение."
"301",,"1.05x"
"302",,"1.10x"
"303",,"1.15x"
"304",,"1.20x"
"305",,"1.25x"
"306",,"1 минута до окончания Мирного времени"
"307",,"Приготовьтесь к воине."
"308",,"Этого не должно было случиться."
"309",,"Ручка — деиствительно сильнеишее оружие в истории."
"310",,"%1MINUTES_REMAINING% минут до конца игры"
"311",,"1 минута до конца игры"
"312",,"Выживи и затми всех. Ранк %1RANK_POSITION%."
"313",,"%1PLAYER_NAME% склонился перед новым богом"
"314",,"1.50x"
"315",,"1.75x"
"316",,"Переключить цели"
"317",,"Переключение между отображением целеи и их временным скрытием."
"318",,"Расширенные настроики игры"
"319",,"Отзывы"
"320",,"Настроики матча"
"321",,"Версия мода:"
